track_name,track_artists,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Peace Train,Yusuf / Cat Stevens,rock,0.613,0.589,0,-10.388,1,0.0458,0.107,3.55e-05,0.114,0.757,82.376,0lwafb9HOIaXQVqbRkbEqs,251000,4
Rock & Roll Music to the World - 2017 Remaster,Ten Years After,rock,0.599,0.83,7,-7.089,1,0.0519,0.457,0.0353,0.0738,0.884,111.374,7C9yWYNLACtrec96e8M4XG,230333,4
Heavy Metal Ukulele,Art Paul Schlosser,rock,0.445,0.567,1,-9.054,1,0.057,0.865,0.509,0.177,0.694,175.402,6FLAphWUl7SCrhzBYObNLK,81907,4
Khe Sanh,Cold Chisel,rock,0.471,0.926,7,-4.253,1,0.187,0.117,0,0.249,0.683,163.952,1Sv7sLUoXVl8iNNkBW18PE,254045,4
Chinese White - 2010 Remaster,The Incredible String Band,rock,0.376,0.217,0,-11.523,1,0.0302,0.79,0,0.0967,0.17,95.427,51Ntpo2scbIDXRw4hElpsA,217733,4
"Easy Wind - Live, New York, May 15, 1970",Grateful Dead,rock,0.454,0.481,9,-12.254,1,0.0304,0.523,0.00481,0.652,0.675,93.892,23RwSCYswR74M7MIdH5Mem,484427,4
"Mississippi Half-Step - Live in Springfield, MA, September 3, 1980",Grateful Dead,rock,0.661,0.526,2,-13.067,1,0.0459,0.783,0.00872,0.357,0.549,123.86,2uGnxaObnJCliGIYjgS1XJ,506627,4
House of Wolves,My Chemical Romance,rock,0.441,0.974,4,-2.759,0,0.0973,0.000319,0.0192,0.116,0.223,105.887,5LWveGGqGiM98TRt0MtluR,184000,4
Until It Sleeps - Live with the SFSO,Metallica,rock,0.271,0.946,1,-4.161,1,0.0639,9.89e-06,0.000257,0.408,0.32,124.968,282rwnxfCemhohGXpwbi3X,269973,4
"West LA Fadeaway - Live at the Copps Coliseum, Hamilton, Ontario, Canada, March 22, 1990",Grateful Dead,rock,0.484,0.585,7,-11.546,1,0.044,0.326,0.203,0.642,0.683,168.57,54fM0nEnQJEBeU5YlqnRbE,452533,4
Roadhouse Blues - Live At The Isle Of Wight Festival 1970,The Doors,rock,0.436,0.551,11,-13.89,0,0.0347,0.0224,0.00112,0.711,0.535,132.03,0yfr07KdaN1xz3c0iXrVdo,309800,4
The Riot Scene - Zabriskie Point Remix,Pink Floyd,rock,0.558,0.0253,0,-17.957,1,0.0349,0.83,0.812,0.0933,0.268,94.957,7jKS6GU9uTijfArPbriCUu,99853,4
Xanadu - Live In Canada / 1980,Rush,rock,0.295,0.664,9,-10.226,1,0.047,0.0329,0.00961,0.787,0.143,127.204,3THzmYancb8RVehmqItO6G,729307,4
You Got It All,The Jets,rock,0.731,0.412,5,-7.566,0,0.025,0.14,0,0.0659,0.555,83.546,6DHrIQHwu9GRrqzocQvONi,248933,4
"Light My Fire - Live at the Felt Forum, New York City, January 18, 1970, Second Show",The Doors,rock,0.431,0.824,4,-11.927,0,0.0542,0.164,0.421,0.857,0.589,126.214,1nugGij6Cdg0eiTJ19P285,688333,4
Hair,The Cowsills,rock,0.533,0.509,0,-12.442,0,0.0546,0.424,0,0.308,0.585,114.964,5pjlEqTAOq1snQlcSMgF14,210333,4
Day After Day - Remastered 2010,Badfinger,rock,0.397,0.687,5,-7.11,1,0.0311,0.109,0.000739,0.112,0.385,101.822,32QBiqZ8hKOdd8ywnjeCwu,191053,4
A Little More (feat. E. N. Young),Arise Roots,rock,0.736,0.745,7,-5.318,1,0.0587,0.0415,0.00193,0.334,0.913,144.089,7Kmlz564fEzjWdBnoUFxBm,209747,4
Listen to a Country Song,Loggins & Messina,rock,0.587,0.714,2,-6.765,1,0.0479,0.464,0,0.0825,0.955,81.749,4zbU9r3peXPwltBlQ8Aqp6,167827,4
"I Know You Rider - Live at Recreation Hall, Penn State University, University Park, PA, May 6, 1980",Grateful Dead,rock,0.481,0.792,2,-8.497,1,0.0701,0.838,0.115,0.272,0.507,87.827,3qOemmA1Ve4WcxHeWqpcRP,430120,4
"Rock and Roll, Hoochie Koo",Rick Derringer,rock,0.473,0.866,2,-10.731,1,0.0786,0.236,0.0484,0.0563,0.532,199.545,0zReTCjcoNhrSKP8JDtrBp,222493,4
Punk Rock Girl,The Dead Milkmen,rock,0.557,0.699,2,-11.625,0,0.0453,0.00793,0,0.536,0.887,129.492,1l04CzFskMiq7c30lZvr7i,158333,4
"Feel the Tide - Live from Shepherd's Bush Empire, 2010",Mumford & Sons,rock,0.38,0.656,9,-12.719,1,0.0568,0.0201,3.4e-06,0.976,0.443,136.453,1NiaRGKtWwIkKoz2nwBxbV,221093,4
Y Como Es Él,California Blues,rock,0.376,0.844,11,-10.754,0,0.0828,0.0074,7.02e-06,0.264,0.7,164.342,6ZRnVnjp57UMZPQqVLMZgS,186493,4
Ruff Ryder,Trudy and the Romance,rock,0.211,0.626,1,-7.034,0,0.0584,0.102,1.46e-05,0.114,0.667,201.202,4CN1zorSHKiaG27JJSd8KT,150427,4
Same Old Song And Dance - Single Version,Aerosmith,rock,0.509,0.74,9,-8.427,1,0.0384,0.199,0,0.391,0.608,132.709,1KhMXR7WYG4J3DiIqlG2Ej,182560,4
Promintory Rider (feat. Robert Hunter) - Live,Jerry Garcia Band,rock,0.549,0.483,7,-14.052,1,0.0429,0.277,0.12,0.981,0.546,114.801,1WXBOmQTmgSqFVoaLGxl46,370587,4
Lordy - Live At The Troubador/1970,Neil Diamond,rock,0.345,0.855,6,-12.043,1,0.406,0.487,0.0145,0.974,0.43,180.488,69cnYZRsEVSwdbqr0mZaE4,301667,4
I Dig Rock and Roll Music - 2004 Remaster,"Peter, Paul and Mary",rock,0.692,0.413,2,-11.91,1,0.0422,0.118,0,0.305,0.744,121.77,5pDM1xfBg3IL1yMvroLW88,151613,4
Waiting for My Time to Come,Colony House,rock,0.546,0.687,8,-7.473,1,0.0464,0.0379,0.059,0.11,0.477,125.975,2FdgUdxoP61oGCxk2T7V2H,263573,4
Love Is a Loser's Game - 2010 - Remaster,Dizzy Mizz Lizzy,rock,0.307,0.555,10,-7.354,0,0.0255,0.0141,0,0.0865,0.265,90.64,0lUTtDHSVCVoo95pRzctvc,227933,4
In My Head (with Duddy B of Dirty Heads),Through The Roots,rock,0.791,0.611,6,-8.156,1,0.0617,0.491,0,0.386,0.8,121.993,2zUMLCPehSssqx6MEtxsqr,232408,4
Wannabe In L.A,Eagles Of Death Metal,rock,0.626,0.949,5,-3.94,0,0.0451,0.276,0.126,0.0989,0.967,158.516,68HGqHHc41qmJHUWlLUKCd,135853,4
The Unforgettable Fire,U2,rock,0.421,0.756,10,-8.127,1,0.0317,0.0012,0.0412,0.0698,0.198,136.314,5wtQT1RkWaSKxbmVMMo0FU,293400,4
Pupilas Lejanas,Los Pericos,rock,0.683,0.55,3,-7.798,1,0.032,0.174,0,0.168,0.954,75.016,3rNEtY3XaIq1rI21bHHIB7,234720,3
Something Vague,Bright Eyes,rock,0.394,0.505,0,-7.739,1,0.036,0.00506,1.11e-06,0.0874,0.187,135.435,3BziuXOvLneOv1G5e1ynGq,213332,4
Bittersweet Melodies,Feist,rock,0.407,0.405,2,-8.721,1,0.0291,0.833,0.000159,0.0927,0.324,98.15,3ZIfDdDhBKy4D7T91pwVdT,236907,4
Diana,Paul Anka,rock,0.57,0.408,7,-9.932,1,0.0295,0.341,0,0.549,0.96,143.249,4chlGZQX5uPYpRLp3NezmX,138360,4
"The Thin Line - Live At The Hammersmith Odeon, London/1990",Queensrÿche,rock,0.397,0.928,4,-5.017,0,0.0917,0.000312,0.0787,0.539,0.268,115.96,6apk8V3qheHoMsm2Lxgmj4,343800,4
Sad number,Laura day romance,rock,0.532,0.781,8,-4.726,1,0.0281,0.000191,0.274,0.156,0.509,140.008,734EMcGt57JKYQzejY1uGQ,191626,4
Ronnie,Metallica,rock,0.552,0.907,1,-5.476,1,0.0329,0.00145,0.00353,0.0481,0.591,84.469,4Vv7tatQcfAZcXmMh7ireQ,317200,4
Burning Love,Elvis Presley,rock,0.667,0.752,2,-10.695,1,0.0282,0.102,0.00513,0.26,0.97,143.512,33SYREaDG4dXUivj9iFaTj,169640,4
It Don't Come Easy,Ringo Starr,rock,0.628,0.738,7,-7.082,1,0.0298,0.0838,0.00012,0.287,0.649,123.063,0szKeS5WTmnMzFIgJCQllo,181880,4
Jealous Guy - Remastered 2010,John Lennon,rock,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,6ExWaCiyLJpTIBALUSTF1i,257787,4
Fever,The Black Keys,rock,0.609,0.674,9,-6.506,0,0.0355,0.00378,0.000302,0.129,0.743,127.541,3Hx7RXqCS7Kzjy2ot2q1Gk,246307,4
Shake Your Money Maker (Live) [Remastered],Fleetwood Mac,rock,0.382,0.571,4,-9.478,1,0.0597,0.566,0.318,0.69,0.725,99.516,2mfhygiEDr8zKKTDW8mxcI,524878,4
Band On The Run - Remastered 2010,Wings,rock,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,1H4idkmruFoJBg1DvUv2tY,313027,4
Lonely Traveller,Bobby Goldsboro,rock,0.588,0.256,7,-16.08,1,0.0625,0.598,0.124,0.273,0.321,113.852,0Yeagj31DKt0ul5RD20Z1X,142943,4
Service Animal,Women,rock,0.328,0.724,6,-9.291,0,0.0393,0.509,0.629,0.112,0.546,116.889,0QHdIrCMQNUR52v1j2PuNW,128327,4
Sigue Girando,Ratones Paranoicos,rock,0.665,0.852,9,-3.252,0,0.0331,0.00338,4.16e-05,0.151,0.952,120.044,4wjbUTC312rQO7rziAONDa,238507,4
Migration - 2019 Remaster,James Taylor,rock,0.485,0.24,9,-15.526,1,0.03,0.581,0.000897,0.118,0.353,134.564,5Xv3TQ52BTA6jw1kH8SBx3,196707,4
Miss Missing You,Fall Out Boy,rock,0.556,0.851,6,-2.981,0,0.0443,4.46e-05,1.97e-05,0.211,0.271,114.948,05Z77MHLPcBA2Wd5eDSJzl,211027,4
Country Girl,Dale Hawkins,rock,0.636,0.836,2,-5.499,1,0.0459,0.0551,0.036,0.32,0.861,141.698,2Gf9GKgxPp2mY1tg9jjtBS,202757,4
"Drums - Live at Nassau Coliseum, May 15-16, 1980",Grateful Dead,rock,0.349,0.608,8,-20.825,1,0.0499,0.13,0.787,0.817,0.382,92.381,5Di9riVSabEZDqvBfezQr0,325773,4
Jump - 2004 Remaster,Van Halen,rock,0.546,0.843,0,-5.821,1,0.0326,0.12,4.98e-05,0.0618,0.783,129.894,19kuZ0IExry8qYJ4lU2A0r,244107,4
Lucille,Little Richard,rock,0.689,0.836,6,-9.511,1,0.0478,0.28,0.00128,0.163,0.952,144.683,27YRhvaM73E3a1x3A3esdW,141853,4
An Index Of Metals I,Robert Fripp,rock,0.265,0.16,3,-24.008,1,0.046,0.883,0.149,0.113,0.0287,64.463,2PS4dSrEwE7KMeumuW6uID,255583,5
Heavy Metal Christmas (The Twelve Days Of Christmas),Twisted Sister,rock,0.581,0.822,8,-8.454,1,0.0359,0.000868,0.277,0.664,0.655,106.0,68KJDQ6jWhzJWNRB1iAxBx,314853,4
All the Angels - Live Demo,My Chemical Romance,rock,0.554,0.382,11,-11.824,0,0.0434,0.705,9.18e-05,0.124,0.277,74.363,0nF9vweVf1fe2L2piR1P0F,193667,4
Hoochie Coochie Man - Live At Ludlow Garage/1970,Allman Brothers Band,rock,0.262,0.644,9,-13.926,1,0.0739,0.509,0.00447,0.143,0.69,156.123,6MTs6M5miHc0bvAcOOJ7fr,332072,3
Let's Save Tony Orlando's House,Yo La Tengo,rock,0.575,0.715,5,-11.459,1,0.0574,0.154,0.389,0.263,0.211,117.641,6xEBQquRuqVrIcOm0uyYPA,299333,4
The Breakup Song,The Greg Kihn Band,rock,0.703,0.895,9,-4.002,0,0.029,0.0367,6.61e-05,0.307,0.965,141.558,3gHyNUxOEZq4VltRl2xUW4,169693,4
"Bluebird - From ""One Hand Clapping"" Soundtrack / Remastered 2010",Wings,rock,0.586,0.276,5,-13.922,1,0.0283,0.663,1.51e-05,0.266,0.647,91.026,0aqsLfDMbmbU9WQTgeyg5P,208893,4
Big Ship Sailing,Freddie McGregor,rock,0.771,0.413,7,-10.228,0,0.435,0.0812,0,0.104,0.903,70.525,1Wv7swXhHQeHpEuOzfpBLg,194400,4
Closer To The Heart - Live In The UK / 1980,Rush,rock,0.264,0.839,2,-9.329,1,0.0494,0.13,0.281,0.711,0.528,139.164,0IoNlRvXgTLgdIYojUUliW,188267,4
Last Dance,ONE OK ROCK,rock,0.573,0.727,3,-5.814,1,0.0412,0.0334,0,0.121,0.294,120.062,6jDpNY9UT7L4ZruWx78tAQ,229587,4
Biggest Part of Me - Remastered Version,Ambrosia,rock,0.608,0.658,10,-6.203,1,0.0542,0.338,0,0.216,0.899,153.269,5APylRvEGGAegrESwuG3A0,326800,4
Perceptual Notions,Jim Morrison,rock,0.553,0.443,5,-16.427,1,0.834,0.938,0.000891,0.223,0.36,82.089,7ygSoZNcJsCm7kGh5dZQkH,65040,4
"Silver Springs - Live at Warner Brothers Studios in Burbank, CA 5/23/97",Fleetwood Mac,rock,0.35,0.508,0,-7.584,1,0.025,0.269,2.37e-06,0.671,0.286,81.719,1QEzs30PUAJJPbHL1e4NYH,341733,4
Little Jeannie,Elton John,rock,0.614,0.626,10,-9.028,1,0.0259,0.377,1.22e-05,0.102,0.736,144.076,78vLb8uib731YB3DE7CcBn,288453,4
"Tuning / Breather - Live at the Felt Forum, New York City, January 17, 1970, First Show",The Doors,rock,0.314,0.0864,11,-26.318,0,0.0777,0.083,0.000791,0.459,0.188,120.03,5KOWQgPHKd82IWSdYcRNzl,85120,3
The Wait,Metallica,rock,0.338,0.974,0,-4.896,1,0.0493,4.57e-05,0.633,0.104,0.69,163.94,2GNsDkUXo7qnkdW1g3hMDx,295267,4
A Day In The Life - Remastered 2010,The Beatles,rock,0.457,0.361,4,-14.52,0,0.0308,0.199,0.000862,0.108,0.265,81.068,7lQ9vPEIo4caEIctf6bYOi,307680,4
Nights In White Satin - Single Version,The Moody Blues,rock,0.21,0.346,4,-12.069,0,0.0299,0.252,0.336,0.247,0.22,79.026,6nNFXUIBSRC7yfNZwDlYrV,265627,4
Love to Love - Live in Chicago 1980,UFO,rock,0.212,0.655,9,-8.141,1,0.0402,0.451,0.0477,0.481,0.107,123.873,5cY0pUia39eGS24rRr2Kkv,470306,3
The Great Deception,Van Morrison,rock,0.533,0.643,9,-6.915,1,0.0312,0.471,1.37e-05,0.103,0.806,146.874,7zgCiuDPhcEPCIcdS4NlDN,293107,4
Metal Thrashing Mad,Anthrax,rock,0.187,0.914,7,-9.373,1,0.228,0.00019,0.426,0.285,0.225,195.604,77Iw0LG356gd4CF5tCcGNj,162360,4
"Love On The Rocks - From ""The Jazz Singer"" Soundtrack",Neil Diamond,rock,0.361,0.193,9,-17.126,0,0.0387,0.889,4.4e-05,0.0879,0.164,64.572,6XNGIaXv2xljDcxQ99p65f,217893,4
Heaven Knows,The Grass Roots,rock,0.687,0.588,0,-9.744,1,0.0334,0.135,0.000234,0.0572,0.956,125.808,5gO7fXwncP766lzRXlNvxa,146827,4
Famous Last Words,My Chemical Romance,rock,0.469,0.876,2,-3.785,0,0.0959,0.00047,9.82e-06,0.164,0.299,122.348,51D32A7guJQTmjM5is9UMp,300400,4
Slow Down,Through The Roots,rock,0.739,0.612,4,-6.472,0,0.038,0.0321,6.81e-06,0.103,0.344,122.921,17v9EYtAbqEzUvNZEbgaOT,223293,4
That's Not Me,Trudy and the Romance,rock,0.361,0.53,9,-8.505,1,0.0366,0.903,0.0886,0.102,0.392,114.811,7fbPWo1RluTvq4meqNQP9K,209894,3
Flying High,Country Joe & The Fish,rock,0.591,0.416,7,-15.476,1,0.0459,0.43,0,0.648,0.803,126.881,5v0ibjQegpYdMUGL95dI1a,161000,4
Blood in the Water,DON BROCO,rock,0.389,0.811,9,-5.137,0,0.133,0.0187,0,0.223,0.529,132.041,1FZIUOBNSMq4PMGYsIamkZ,212253,4
Welcome Home (Sanitarium) (Live - Seattle '89),Metallica,rock,0.257,0.99,9,-5.817,1,0.2,1.79e-05,0.0785,0.952,0.069,116.602,4APyuHxnKf6DcPWzFEJ40y,406524,4
"Not Fade Away - Live at Family Dog at the Great Highway, San Francisco, CA, February 4, 1970",Grateful Dead,rock,0.594,0.593,9,-13.031,1,0.0603,0.329,0.354,0.333,0.667,96.345,7EEHbfFBGZS08XQPLgGNmY,418760,4
Imaginary War,Jawbreaker,rock,0.198,0.953,0,-6.156,1,0.0607,0.000192,0.0129,0.302,0.423,141.681,7A3or2SNU6EI0ktV0DUpfW,240400,4
Electro-Socket Blues - Bonus Track,Rogue Wave,rock,0.337,0.623,0,-6.841,1,0.0422,0.052,4.33e-06,0.324,0.334,136.375,5Bgh8V44iNrGBMMZ5daXKI,239393,3
Lipstick And Leather,Y&T,rock,0.505,0.955,1,-2.498,0,0.0572,0.0376,0.000355,0.442,0.65,136.012,1W1J4GG5A9bSrobVZcKW6H,206493,4
House of Their Dreams,Casting Crowns,rock,0.446,0.0836,2,-14.143,1,0.0556,0.885,0,0.112,0.343,145.505,4gmjQVNqjqyBKNEhzUUTUL,260867,4
Broken Wings - Single Version,Mr. Mister,rock,0.283,0.657,1,-8.556,0,0.0353,0.0833,1.67e-05,0.136,0.376,97.995,41CUuaX52fZjRzzCK0rkkh,284493,4
Romance del Enamorado y la Muerte,Diego Lorenzini,rock,0.701,0.448,4,-10.652,1,0.0621,0.916,0.856,0.137,0.672,140.617,0PQoLyBIZyBFZLvbLpJqfY,215000,4
Fool for the City - Single Version,Foghat,rock,0.499,0.82,9,-11.014,1,0.0408,0.0106,0.0996,0.182,0.817,140.003,34jwkfHG0l45u7Bf6kFdlI,206933,4
Hide and Seek,Jazzy Ash,rock,0.765,0.42,0,-7.737,1,0.0343,0.427,0,0.163,0.414,120.036,7nzRKwwPoyXobnKFo4ThQd,202067,4
House Of The Rising Sun,The Animals,rock,0.316,0.548,9,-7.314,0,0.0308,0.00096,0.0516,0.102,0.301,116.919,4sojCCLEco1pqIEujphKHe,269720,3
Until The End Of The World,U2,rock,0.504,0.799,2,-6.785,1,0.0306,0.000134,0.228,0.526,0.539,102.249,6XkeF5qrLqB73s61MFFPK3,278640,4
Best of Us,Dirty Heads,rock,0.74,0.703,9,-7.663,1,0.0543,0.17,0,0.17,0.961,81.984,02p3SB7cipcWK3STz7aLbK,187064,4
Hocus Pocus 2010,Focus,rock,0.384,0.966,9,-4.499,0,0.152,0.000389,0.91,0.322,0.26,180.086,3S1jzLHJ4ZD7Wp4FFyM2pn,163891,4
More Of That Jazz - Remastered 2011,Queen,rock,0.359,0.718,4,-5.786,1,0.061,0.0335,3.8e-05,0.0935,0.509,174.105,68MzQKYvOLKDqAWIchJSUh,256653,4
"I'm Gonna Move To The Outskirts Of Town - Live At Ludlow Garage, April 11, 1970",Allman Brothers Band,rock,0.324,0.411,5,-12.812,1,0.0321,0.272,0.0273,0.121,0.502,150.116,5kkpAXzfdyPPpR7yuYmnea,558227,3
Run Rudolph Run,Bryan Adams,rock,0.397,0.946,0,-9.754,1,0.0331,0.075,1.14e-06,0.89,0.953,154.222,3JBreLq6ooM8qydZXAIdQx,162667,4
Over the Hills and Far Away - Remaster,Led Zeppelin,rock,0.402,0.691,7,-10.274,1,0.0691,0.0679,0.133,0.0955,0.206,96.95,1S1vypzJvsPQD3yriNFNdu,290934,4
"Cry for the Nation - Live at Manchester Apollo, 30 September 1980",Michael Schenker Group,rock,0.458,0.813,2,-11.483,1,0.0432,0.000123,0.0882,0.547,0.484,124.824,5ZASZLy2l9DPBmvzwUcrMd,380507,4
If You Wanna Get to Heaven,The Ozark Mountain Daredevils,rock,0.688,0.676,10,-15.947,1,0.0295,0.208,0.00175,0.294,0.913,116.617,25MCJN8GqxX6jPLsNcdhFL,220973,4
Hallowed Be Thy Name - 1998 Remaster,Iron Maiden,rock,0.305,0.911,4,-5.174,0,0.037,0.00176,0.135,0.409,0.346,103.97,2VrV1tFeoEnj15HK2j16l1,432320,4
"Shadow On the Wall - Live at Benaroya Hall, Seattle, WA - November 2010",Brandi Carlile,rock,0.322,0.357,6,-12.414,1,0.0541,0.911,4.83e-05,0.957,0.29,70.905,58fV8UcxF8vLMTeZ1WoAiQ,233120,4
Roots Rocking,Aswad,rock,0.746,0.391,8,-14.068,1,0.134,0.155,0.000204,0.956,0.744,134.726,6ZKD0CErFg9MnMNwmKFziC,239627,4
Arms Like Boulders,The War On Drugs,rock,0.504,0.727,2,-8.148,1,0.044,0.0258,0,0.118,0.409,113.152,0dpuzK0KWOcmJpMSwA0bZY,320187,4
The Day That Never Comes,Metallica,rock,0.334,0.986,4,-1.046,0,0.0576,0.000114,0.0353,0.0805,0.48,124.668,2gqzkEF88vMclfRZEIOnQO,476267,4
Help Is On Its Way - 2010 Digital Remaster,Little River Band,rock,0.628,0.556,6,-8.718,1,0.0286,0.107,0,0.0707,0.608,106.102,1Zr3vrBvWOsLRVyhHLfO2m,247507,4
Item 1,Frank Zappa,rock,0.568,0.417,7,-14.629,1,0.0734,0.0823,0.846,0.261,0.604,125.38,74EwUxwD06FIM03C1Nz6Xs,346707,4
Trouble Every Day - Live,Frank Zappa,rock,0.376,0.513,1,-14.715,0,0.0526,0.237,0.682,0.0672,0.425,94.926,6mD0nhGdLuMd0laDnBGO2l,244693,4
Rock and Roll - Alternate Mix,Led Zeppelin,rock,0.341,0.952,9,-7.045,1,0.0497,0.00258,0.00318,0.0995,0.714,169.925,35a7EjRYYLLyH4prB1zExl,219680,4
Paschendale,Iron Maiden,rock,0.167,0.933,9,-5.246,1,0.0809,0.0167,3.62e-05,0.0798,0.183,89.197,7drNZTaIQ1e2iTnIeKwiDr,507173,4
Strange Magic,Electric Light Orchestra,rock,0.441,0.444,9,-10.434,0,0.0266,0.724,8.17e-06,0.15,0.363,95.11,2Ib1eqrDO3CO0BBeEbk6sG,247747,4
Sugar Magnolia - 2001 Remaster,Grateful Dead,rock,0.589,0.62,1,-9.259,0,0.0431,0.166,8.12e-06,0.153,0.65,154.621,2GLxvCiSUGu94wJFbojwWg,197307,4
FM,Steely Dan,rock,0.797,0.553,11,-12.254,0,0.0324,0.274,0.00806,0.0986,0.691,110.224,4q1svnkWLvkHfceES1M7ya,304707,4
From Here To There Eventually - Live 1970,Steppenwolf,rock,0.477,0.467,2,-16.719,1,0.049,0.0176,0.0158,0.985,0.644,103.625,331qGjld1foR2vZfoapZL5,401227,4
Wake up Little Susie,The Everly Brothers,rock,0.709,0.62,2,-9.382,1,0.034,0.318,0,0.0426,0.936,93.723,11fNLqDB47gMKj7BHhR2Qr,123520,4
Run All Night,Blues Saraceno,rock,0.501,0.787,7,-6.088,1,0.0351,0.0764,0.418,0.105,0.484,93.967,3vNka8SF3MpeBlbo4u6dMD,182613,4
When the Levee Breaks - 1990 Remaster,Led Zeppelin,rock,0.28,0.729,5,-9.106,1,0.0332,0.00184,0.73,0.103,0.801,142.754,5yM7n12a0w0ZIxgwoobENF,427800,4
Lie To My Face,Alice Merton,rock,0.646,0.404,11,-7.274,0,0.0374,0.46,0,0.0946,0.128,94.995,1UoaMliupXIFokY9Er7F6z,175385,3
Overture - My Roots: Money (That's What I Want) / Messin' with the Kid,Todd Rundgren,rock,0.292,0.922,4,-11.802,1,0.161,0.762,0.0283,0.357,0.322,164.041,3rlASa17Axd0WzFo8pexxB,148893,4
Fire on the Mountain - 2003 Remaster,Grateful Dead,rock,0.713,0.644,1,-6.913,0,0.0388,0.36,0,0.0825,0.919,76.773,5m7ohNYrOMl4UGBUxmVeN8,226400,1
House Of The Rising Sun,The Animals,rock,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.891,61Q9oJNd9hJQFhSDh6Qlap,269720,3
Start the Clock,Through The Roots,rock,0.825,0.468,10,-8.545,0,0.0383,0.073,0.000412,0.213,0.49,124.992,587kUpVVJllMA8S6AMu9al,246748,4
Bad Romance,Artist Vs Poet,rock,0.544,0.787,9,-4.295,0,0.0434,0.00416,1.18e-06,0.247,0.323,118.969,4srUSbTEbA2aJhEgcw0rqx,294707,4
Poison girl,HIM,rock,0.514,0.853,6,-3.972,0,0.0435,0.0195,1.99e-06,0.0525,0.485,123.669,2mt4O2OWqtKXX25mxTRZdO,232560,4
I Am Yours - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,rock,0.681,0.307,7,-16.001,1,0.034,0.426,0.433,0.217,0.612,121.604,6w6a5NTOBDmtokaL7XLLma,215093,4
Best Of Me,Jordan Feliz,rock,0.631,0.875,0,-5.241,0,0.0554,0.32,0,0.195,0.853,123.997,6IL6dVjsc0qNIIGG1n86iE,204920,4
Lake Fever,The Tragically Hip,rock,0.545,0.909,11,-3.187,1,0.0292,0.037,0.0484,0.0914,0.562,95.659,7F9auaZYMNyooQ83RSDOet,270893,4
INGLEWOOD/3,FEVER 333,rock,0.397,0.891,9,-4.624,0,0.332,0.0406,0,0.329,0.294,130.126,5XQHf9fGKnHVgk7YkqIQ4I,421013,4
Zombie Dance - Remastered,The Cramps,rock,0.524,0.883,11,-8.274,0,0.0919,6.6e-05,0.885,0.0849,0.594,108.284,1OcDvY7VSrlB5wa5zQoBzb,115440,4
Metal,Gary Numan,rock,0.651,0.533,9,-9.81,1,0.114,0.144,1.64e-05,0.0884,0.462,127.84,2gsY0pB4cJOVX32K3qOZgB,212933,4
The Spirit Of Radio - Live In Canada / 1980,Rush,rock,0.331,0.924,4,-10.156,1,0.0454,0.02,0.0191,0.984,0.471,135.44,4X4siOXRGAmIos8tJG7uy8,310960,4
Ask the Angels,Patti Smith,rock,0.37,0.806,10,-6.294,1,0.0421,0.386,0,0.0832,0.57,134.578,6BmAr1i0Jnk8ztzRVQHyEi,189733,4
"Hoodoo Man - Live at Royal Albert Hall, London, England, UK, 1990 - 1991",Eric Clapton,rock,0.319,0.571,4,-10.96,0,0.061,0.222,0.0051,0.864,0.522,201.966,14fTlQwTKNtqLk7cir4QAS,340440,3
What It's Like,Everlast,rock,0.678,0.556,0,-7.423,1,0.0281,0.0904,0.0334,0.0866,0.405,85.158,0nbuX7OZkEY5agMkpr98wS,303133,4
The House That Dripped Blood,The Mountain Goats,rock,0.639,0.481,4,-9.341,1,0.0299,0.48,0.484,0.0915,0.364,113.576,1Dzys8oqq695INoKIfHVLJ,173200,4
"Ar A Ghabháil'N A Chuan Domh / An Ghiobóg - Live, 1980 Bremen",Clannad,rock,0.543,0.381,9,-8.429,1,0.113,0.867,0,0.152,0.522,96.314,4Cswl9nglOnIwdHfnna9Sr,280607,4
Night By Night,Steely Dan,rock,0.585,0.485,0,-13.395,1,0.0375,0.221,0.00551,0.294,0.97,156.36,5RVPG1HNEYGvU1y4w3Neuf,220267,4
Dance Like Nobody's Watching,Family Force 5,rock,0.752,0.585,0,-4.783,0,0.0342,0.00464,0,0.538,0.816,130.027,0DNQYBXL9Vz84GA8Ob66aE,171253,4
20 Jazz Funk Greats - Remastered,Throbbing Gristle,rock,0.589,0.105,0,-27.331,1,0.0863,0.00398,0.666,0.0431,0.842,76.765,0I6hg2n7nhRJN3P4pGZhg7,163999,4
Black Night,Deep Purple,rock,0.497,0.787,9,-11.039,1,0.0734,0.165,0.522,0.17,0.812,134.598,7yn7rpRvg6XCq10B94etIp,207467,4
One Man Parade - 2019 Remaster,James Taylor,rock,0.809,0.22,0,-18.249,1,0.041,0.84,0.00468,0.151,0.907,124.263,3WXIitcsv9hp2BagvP0QtT,191224,4
Tribute To Waddy - 1990 Digital Remaster,Gregory Isaacs,rock,0.863,0.417,6,-13.117,0,0.0999,0.00784,0.55,0.0467,0.904,122.232,27FLBQfFRHnzuemlXBuQ9R,249000,4
